[    0.000000] kernel: microcode: microcode updated early to revision 0xcc, date = 2019-04-01
[    0.000000] kernel: init/main.c start_kernel 
[    0.000000] kernel: kernel/cgroup/cgroup.c cgroup_init_early cgroup: kernel/cgroup/cgroup.c cgroup_init_early
[    0.000000] kernel: kernel/cpu.c boot_cpu_init kernel/cpu.c boot_cpu_init
[    0.000000] kernel: init/main.c start_kernel Linux version 5.3.1 (root@a-HP-ENVY-Notebook) (gcc version 9.2.1 20191008 (Ubuntu 9.2.1-9ubuntu2)) #17 SMP Sun Nov 10 21:37:06 CST 2019
[    0.000000] kernel: Command line: BOOT_IMAGE=/boot/vmlinuz-5.3.1 root=UUID=0df0ec6d-15f8-47d8-a618-50937a2a0db2 ro quiet splash vt.handoff=7
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init KERNEL supported cpus:
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init   Intel GenuineIntel
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init   AMD AuthenticAMD
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init   Hygon HygonGenuine
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init   Centaur CentaurHauls
[    0.000000] kernel: arch/x86/kernel/cpu/common.c early_cpu_init   zhaoxin   Shanghai  
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_feature x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_feature x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_feature x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_feature x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers'
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_feature x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR'
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_offset_size x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_offset_size x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c print_xstate_offset_size x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64
[    0.000000] kernel: arch/x86/kernel/fpu/xstate.c fpu__init_system_xstate x86/fpu: Enabled xstate features 0x1f, context size is 960 bytes, using 'compacted' format.
[    0.000000] kernel: kernel/jump_label.c jump_label_init kernel/jump_label.c jump_label_init
[    0.000000] kernel: arch/x86/kernel/e820.c e820__memory_setup BIOS-provided physical RAM map:
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000000000000-0x0000000000057fff] usable
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000000058000-0x0000000000058fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000000059000-0x0000000000087fff] usable
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000000088000-0x00000000000fffff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000000100000-0x0000000073e41fff] usable
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000073e42000-0x0000000073e42fff] ACPI NVS
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000073e43000-0x0000000073e6cfff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000073e6d000-0x000000008a10dfff] usable
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008a10e000-0x000000008a30dfff] type 20
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008a30e000-0x000000008aafdfff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008aafe000-0x000000008adfdfff] ACPI NVS
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008adfe000-0x000000008aefdfff] ACPI data
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008aefe000-0x000000008aefefff] usable
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x000000008aeff000-0x000000008fffffff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000e0000000-0x00000000efffffff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fd000000-0x00000000fe7fffff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000feb00000-0x00000000feb03fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fec00000-0x00000000fec00fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fed00000-0x00000000fed00fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fed10000-0x00000000fed19fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fed84000-0x00000000fed84fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x00000000ffa00000-0x00000000ffffffff] reserved
[    0.000000] kernel: arch/x86/kernel/e820.c e820__print_table BIOS-e820: [mem 0x0000000100000000-0x000000026effffff] usable
[    0.000000] kernel: init/main.c parse_early_param init/main.c parse_early_param
[    0.000000] kernel: NX (Execute Disable) protection: active
[    0.000000] kernel: arch/x86/platform/efi/efi.c efi_init efi: EFI v2.40 by INSYDE Corp.
[    0.000000] kernel: drivers/firmware/efi/efi.c efi_config_parse_tables efi:  SMBIOS=0x8a37a000  ESRT=0x8a37d818  ACPI 2.0=0x8aefd014 
[    0.000000] kernel: drivers/firmware/dmi_scan.c dmi_present SMBIOS 2.8 present.
[    0.000000] kernel: drivers/firmware/dmi_scan.c dmi_present DMI: HP HP ENVY Notebook/81CC, BIOS F.23 09/13/2016
[    0.000000] kernel: arch/x86/kernel/tsc.c determine_cpu_tsc_frequencies tsc: Detected 2400.000 MHz processor
[    0.002391] kernel: e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
[    0.002393] kernel: e820: remove [mem 0x000a0000-0x000fffff] usable
[    0.002402] kernel: arch/x86/kernel/e820.c e820_end_pfn last_pfn = 0x26f000 max_arch_pfn = 0x400000000
[    0.002407] kernel: MTRR default type: uncachable
[    0.002407] kernel: MTRR fixed ranges enabled:
[    0.002409] kernel:   00000-9FFFF write-back
[    0.002410] kernel:   A0000-BFFFF uncachable
[    0.002411] kernel:   C0000-FFFFF write-protect
[    0.002411] kernel: MTRR variable ranges enabled:
[    0.002413] kernel:   0 base 0000000000 mask 7C00000000 write-back
[    0.002414] kernel:   1 base 008AEFF000 mask 7FFFFFF000 uncachable
[    0.002415] kernel:   2 base 008AF00000 mask 7FFFF00000 uncachable
[    0.002416] kernel:   3 base 008B000000 mask 7FFF000000 uncachable
[    0.002417] kernel:   4 base 008C000000 mask 7FFC000000 uncachable
[    0.002418] kernel:   5 base 0090000000 mask 7FF0000000 uncachable
[    0.002419] kernel:   6 base 00A0000000 mask 7FE0000000 uncachable
[    0.002420] kernel:   7 base 00C0000000 mask 7FC0000000 uncachable
[    0.002420] kernel:   8 disabled
[    0.002421] kernel:   9 disabled
[    0.003088] kernel: arch/x86/mm/pat.c __init_cache_modes x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
[    0.003252] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_cleanup total RAM covered: 14510M
[    0.003420] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 64K         num_reg: 10          lose cover RAM: 12582972K
[    0.003422] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 128K         num_reg: 10          lose cover RAM: 60K
[    0.003423] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 256K         num_reg: 10          lose cover RAM: 60K
[    0.003424] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 512K         num_reg: 10          lose cover RAM: 60K
[    0.003426] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 1M         num_reg: 10          lose cover RAM: 60K
[    0.003427] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 2M         num_reg: 8          lose cover RAM: 60K
[    0.003428] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 4M         num_reg: 8          lose cover RAM: 60K
[    0.003429] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 8M         num_reg: 8          lose cover RAM: 60K
[    0.003431] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 16M         num_reg: 8          lose cover RAM: 60K
[    0.003432] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 32M         num_reg: 8          lose cover RAM: 60K
[    0.003433] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 64M         num_reg: 8          lose cover RAM: 60K
[    0.003434] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 128M         num_reg: 8          lose cover RAM: 60K
[    0.003435] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 256M         num_reg: 8          lose cover RAM: 60K
[    0.003436] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 512M         num_reg: 9          lose cover RAM: 60K
[    0.003438] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 1G         num_reg: 10          lose cover RAM: 60K
[    0.003439] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 64K         chunk_size: 2G         num_reg: 10          lose cover RAM: 60K
[    0.003440] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 128K         num_reg: 10          lose cover RAM: 8388732K
[    0.003442] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 256K         num_reg: 10          lose cover RAM: 124K
[    0.003443] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 512K         num_reg: 10          lose cover RAM: 124K
[    0.003444] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 1M         num_reg: 10          lose cover RAM: 124K
[    0.003445] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 2M         num_reg: 8          lose cover RAM: 124K
[    0.003446] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 4M         num_reg: 8          lose cover RAM: 124K
[    0.003448] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 8M         num_reg: 8          lose cover RAM: 124K
[    0.003449] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 16M         num_reg: 8          lose cover RAM: 124K
[    0.003450] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 32M         num_reg: 8          lose cover RAM: 124K
[    0.003451] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 64M         num_reg: 8          lose cover RAM: 124K
[    0.003452] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 128M         num_reg: 8          lose cover RAM: 124K
[    0.003453] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 256M         num_reg: 8          lose cover RAM: 124K
[    0.003455] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 512M         num_reg: 9          lose cover RAM: 124K
[    0.003456] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 1G         num_reg: 10          lose cover RAM: 124K
[    0.003457] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 128K         chunk_size: 2G         num_reg: 10          lose cover RAM: 124K
[    0.003458] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 256K         num_reg: 10          lose cover RAM: 252K
[    0.003459] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 512K         num_reg: 10          lose cover RAM: 252K
[    0.003461] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 1M         num_reg: 10          lose cover RAM: 252K
[    0.003462] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 2M         num_reg: 8          lose cover RAM: 252K
[    0.003463] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 4M         num_reg: 8          lose cover RAM: 252K
[    0.003464] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 8M         num_reg: 8          lose cover RAM: 252K
[    0.003465] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 16M         num_reg: 8          lose cover RAM: 252K
[    0.003467] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 32M         num_reg: 8          lose cover RAM: 252K
[    0.003468] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 64M         num_reg: 8          lose cover RAM: 252K
[    0.003469] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 128M         num_reg: 8          lose cover RAM: 252K
[    0.003470] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 256M         num_reg: 8          lose cover RAM: 252K
[    0.003471] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 512M         num_reg: 9          lose cover RAM: 252K
[    0.003472] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 1G         num_reg: 10          lose cover RAM: 252K
[    0.003474] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 256K         chunk_size: 2G         num_reg: 10          lose cover RAM: 252K
[    0.003475] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 512K         chunk_size: 512K         num_reg: 9          lose cover RAM: 508K
[    0.003476] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 512K         chunk_size: 1M         num_reg: 10          lose cover RAM: 508K
[    0.003477] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 512K         chunk_size: 2M         num_reg: 8          lose cover RAM: 508K
[    0.003478] kernel: arch/x86/kernel/cpu/mtrr/cleanup.c mtrr_print_out_one_result  gran_size: 512K         chunk_size: 4M         num_reg: 8          lose cover RAM: 508K
